Career,Prompt,Model,File Path,Sex,Gender,Labels
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/43.png,Male,Man,"{'Adult': 98.77579498291016, 'Male': 98.77579498291016, 'Man': 98.77579498291016, 'Person': 98.77579498291016, 'Car': 98.66349029541016, 'Transportation': 98.66349029541016, 'Vehicle': 98.66349029541016, 'Taxi': 98.4760971069336, 'Face': 73.57748413085938, 'Head': 73.57748413085938}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/5.png,Male,Man,"{'Face': 99.42523956298828, 'Head': 99.42523956298828, 'Person': 99.42523956298828, 'Photography': 99.42523956298828, 'Portrait': 99.42523956298828, 'Car': 96.8824234008789, 'Taxi': 96.8824234008789, 'Transportation': 96.8824234008789, 'Vehicle': 96.8824234008789, 'Adult': 95.82771301269531, 'Male': 95.82771301269531, 'Man': 95.82771301269531}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/41.png,Male,Man,"{'Face': 99.87110900878906, 'Happy': 99.87110900878906, 'Head': 99.87110900878906, 'Person': 99.87110900878906, 'Smile': 99.87110900878906, 'Clothing': 99.86961364746094, 'Coat': 99.86961364746094, 'Jacket': 99.86961364746094, 'Adult': 99.53136444091797, 'Male': 99.53136444091797, 'Man': 99.53136444091797, 'Photography': 99.46424865722656, 'Portrait': 99.46424865722656, 'Dimples': 91.0916976928711, 'Body Part': 57.544761657714844, 'Shoulder': 57.544761657714844, 'Neck': 57.398616790771484, 'Officer': 56.23839569091797, 'Cap': 55.10824203491211, 'Hat': 55.10824203491211}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/7.png,Male,Man,"{'Head': 99.996337890625, 'Person': 99.996337890625, 'Face': 99.99512481689453, 'Photography': 99.98904418945312, 'Portrait': 99.98904418945312, 'Body Part': 99.04182434082031, 'Neck': 99.04182434082031, 'Adult': 97.87078094482422, 'Male': 97.87078094482422, 'Man': 97.87078094482422, 'Frown': 90.3799057006836, 'Sad': 90.3799057006836, 'Happy': 55.74267578125, 'Smile': 55.74267578125}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/6.png,Male,Man,"{'Bus': 99.46385192871094, 'Transportation': 99.46385192871094, 'Vehicle': 99.46385192871094, 'Face': 98.29953002929688, 'Head': 98.29953002929688, 'Person': 98.29953002929688, 'Photography': 98.29953002929688, 'Portrait': 98.29953002929688, 'Adult': 97.16046142578125, 'Male': 97.16046142578125, 'Man': 97.16046142578125, 'Car': 95.57157897949219, 'School Bus': 90.39989471435547, 'Accessories': 65.52415466308594, 'Formal Wear': 65.52415466308594, 'Tie': 65.52415466308594, 'Taxi': 57.324432373046875}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/40.png,Male,Man,"{'Face': 99.99964141845703, 'Head': 99.99964141845703, 'Person': 99.99964141845703, 'Photography': 99.99964141845703, 'Portrait': 99.99964141845703, 'Clothing': 99.67160034179688, 'Hat': 99.67160034179688, 'Adult': 99.11140441894531, 'Male': 99.11140441894531, 'Man': 99.11140441894531, 'Cap': 99.04524230957031, 'Body Part': 57.535179138183594, 'Neck': 57.535179138183594, 'Beard': 56.88666534423828, 'Sun Hat': 55.893768310546875}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/44.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Frown': 99.8422622680664, 'Sad': 99.8422622680664, 'Adult': 99.73056030273438, 'Male': 99.73056030273438, 'Man': 99.73056030273438, 'Beard': 98.64410400390625, 'Car': 60.72116470336914, 'Transportation': 60.72116470336914, 'Vehicle': 60.72116470336914, 'Body Part': 55.74045181274414, 'Neck': 55.74045181274414}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/2.png,Male,Man,"{'Face': 99.95002746582031, 'Head': 99.95002746582031, 'Person': 99.95002746582031, 'Photography': 99.95002746582031, 'Portrait': 99.95002746582031, 'Clothing': 99.40434265136719, 'Coat': 99.40434265136719, 'Jacket': 99.40434265136719, 'Adult': 98.76889038085938, 'Male': 98.76889038085938, 'Man': 98.76889038085938, 'Guard': 95.98102569580078, 'Happy': 88.98580932617188, 'Smile': 88.98580932617188, 'Accessories': 76.76850891113281, 'Formal Wear': 76.76850891113281, 'Tie': 76.76850891113281, 'Cap': 55.377113342285156, 'Hat': 55.377113342285156, 'Captain': 55.323463439941406, 'Officer': 55.323463439941406}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/3.png,Female,Woman,"{'Face': 96.72635650634766, 'Happy': 96.72635650634766, 'Head': 96.72635650634766, 'Person': 96.72635650634766, 'Smile': 96.72635650634766, 'Car': 94.87222290039062, 'Taxi': 94.87222290039062, 'Transportation': 94.87222290039062, 'Vehicle': 94.87222290039062, 'Photography': 83.59841918945312, 'Portrait': 83.59841918945312, 'Adult': 82.29942321777344, 'Female': 82.29942321777344, 'Woman': 82.29942321777344}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/45.png,Male,Man,"{'Face': 99.97051239013672, 'Head': 99.97051239013672, 'Person': 99.97051239013672, 'Photography': 99.97051239013672, 'Portrait': 99.97051239013672, 'Captain': 99.84339141845703, 'Officer': 99.84339141845703, 'Adult': 99.58528137207031, 'Male': 99.58528137207031, 'Man': 99.58528137207031, 'Clothing': 93.36869812011719, 'Shirt': 93.36869812011719, 'Police Officer': 76.93424987792969, 'Hat': 57.034034729003906, 'Beard': 56.44116973876953, 'Cap': 56.204952239990234}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/1.png,Male,Man,"{'Adult': 99.04339599609375, 'Male': 99.04339599609375, 'Man': 99.04339599609375, 'Person': 99.04339599609375, 'Car': 98.66698455810547, 'Taxi': 98.66698455810547, 'Transportation': 98.66698455810547, 'Vehicle': 98.66698455810547, 'Face': 91.57707214355469, 'Head': 91.57707214355469}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/47.png,Male,Man,"{'Face': 99.99080657958984, 'Head': 99.99080657958984, 'Person': 99.99080657958984, 'Photography': 99.99080657958984, 'Portrait': 99.99080657958984, 'Body Part': 97.38533782958984, 'Neck': 97.38533782958984, 'Adult': 96.28890991210938, 'Male': 96.28890991210938, 'Man': 96.28890991210938, 'Clothing': 84.60150146484375, 'Coat': 84.60150146484375, 'Machine': 77.73907470703125, 'Wheel': 77.73907470703125, 'Transportation': 74.07066345214844, 'Vehicle': 74.07066345214844, 'Car': 72.45651245117188, 'Happy': 72.42000579833984, 'Smile': 72.42000579833984, 'Taxi': 56.97289276123047, 'Dimples': 56.70756149291992, 'Frown': 55.41750717163086, 'Sad': 55.41750717163086}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/46.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Body Part': 99.99995422363281, 'Neck': 99.99995422363281, 'Adult': 99.35552215576172, 'Male': 99.35552215576172, 'Man': 99.35552215576172, 'Art': 89.9348373413086, 'Painting': 57.3110466003418, 'Happy': 56.4432373046875, 'Smile': 56.4432373046875}"
TaxiDriver,Engineered_v2,SDXL,./582_Images/SDXL/TaxiDriver/SDXL_TaxiDriver_Engineered_v2/0.png,,,"{'Face': 99.99991607666016, 'Head': 99.99991607666016, 'Person': 99.99991607666016, 'Photography': 99.99991607666016, 'Portrait': 99.99991607666016, 'Skin': 98.61219787597656, 'Tattoo': 98.61219787597656, 'Art': 97.8787612915039, 'Drawing': 73.99636840820312, 'Painting': 62.0966682434082, 'Beard': 57.44062042236328, 'Baseball Cap': 56.998531341552734, 'Cap': 56.998531341552734, 'Clothing': 56.998531341552734, 'Hat': 56.998531341552734, 'Graffiti': 55.43464279174805}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/48.png,Male,Man,"{'Head': 99.99958038330078, 'Person': 99.99958038330078, 'Face': 99.9993896484375, 'Photography': 99.99874877929688, 'Portrait': 99.99874877929688, 'Adult': 98.33988189697266, 'Male': 98.33988189697266, 'Man': 98.33988189697266, 'Happy': 95.058349609375, 'Smile': 95.058349609375, 'Dimples': 84.03311920166016, 'Skin': 57.45622634887695, 'Frown': 55.652957916259766, 'Sad': 55.652957916259766}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/49.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Accessories': 99.94047546386719, 'Glasses': 99.94047546386719, 'Adult': 99.74800109863281, 'Male': 99.74800109863281, 'Man': 99.74800109863281, 'Happy': 99.36644744873047, 'Smile': 99.36644744873047, 'Art': 98.51996612548828, 'Drawing': 94.1798095703125, 'Clothing': 87.32486724853516, 'Formal Wear': 87.32486724853516, 'Suit': 87.32486724853516, 'Tie': 59.697471618652344}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/8.png,Male,Man,"{'Accessories': 100.0, 'Glasses': 100.0, 'Head': 99.99686431884766, 'Person': 99.99686431884766, 'Face': 99.99368286132812, 'Photography': 99.98773193359375, 'Portrait': 99.98773193359375, 'Adult': 99.38481140136719, 'Male': 99.38481140136719, 'Man': 99.38481140136719, 'Happy': 97.59456634521484, 'Smile': 97.59456634521484, 'Dimples': 56.01155090332031}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/9.png,Male,Man,"{'Head': 99.99991607666016, 'Person': 99.99991607666016, 'Face': 99.9998779296875, 'Happy': 99.99853515625, 'Smile': 99.99853515625, 'Dimples': 99.99771118164062, 'Photography': 99.94478607177734, 'Portrait': 99.94478607177734, 'Clothing': 99.6353759765625, 'Formal Wear': 99.6353759765625, 'Suit': 99.6353759765625, 'Accessories': 99.53563690185547, 'Tie': 99.53563690185547, 'Adult': 99.42300415039062, 'Male': 99.42300415039062, 'Man': 99.42300415039062, 'Shirt': 96.53648376464844, 'Body Part': 73.5807876586914, 'Neck': 73.5807876586914, 'Necktie': 57.39107131958008}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/14.png,Male,Man,"{'Face': 99.99891662597656, 'Head': 99.99891662597656, 'Person': 99.99891662597656, 'Photography': 99.99891662597656, 'Portrait': 99.99891662597656, 'Happy': 99.99625396728516, 'Smile': 99.99625396728516, 'Accessories': 99.8878173828125, 'Formal Wear': 99.8878173828125, 'Tie': 99.8878173828125, 'Dimples': 99.87268829345703, 'Adult': 99.368408203125, 'Male': 99.368408203125, 'Man': 99.368408203125, 'Clothing': 98.5975341796875, 'Suit': 98.5975341796875, 'Shirt': 87.40331268310547, 'Necktie': 83.8245620727539, 'Body Part': 57.04036331176758, 'Neck': 57.04036331176758}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/28.png,Male,Man,"{'Head': 99.9999771118164, 'Person': 99.9999771118164, 'Face': 99.99993896484375, 'Photography': 99.99957275390625, 'Portrait': 99.99957275390625, 'Happy': 99.99451446533203, 'Smile': 99.99451446533203, 'Dimples': 99.9903793334961, 'Adult': 99.60325622558594, 'Male': 99.60325622558594, 'Man': 99.60325622558594, 'Clothing': 94.39247131347656, 'Formal Wear': 94.39247131347656, 'Suit': 94.39247131347656, 'Accessories': 75.23750305175781, 'Tie': 75.23750305175781, 'Laughing': 56.89378356933594}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/29.png,Male,Man,"{'Accessories': 99.99998474121094, 'Glasses': 99.99998474121094, 'Face': 99.99951171875, 'Head': 99.99951171875, 'Person': 99.99951171875, 'Photography': 99.99951171875, 'Portrait': 99.99951171875, 'Formal Wear': 99.99823760986328, 'Tie': 99.98731994628906, 'Clothing': 99.93396759033203, 'Suit': 99.93396759033203, 'Adult': 98.99156951904297, 'Male': 98.99156951904297, 'Man': 98.99156951904297, 'Happy': 97.96333312988281, 'Smile': 97.96333312988281, 'Necktie': 73.13396453857422, 'Coat': 61.989776611328125, 'Blazer': 56.39482116699219, 'Jacket': 56.39482116699219}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/15.png,Male,Man,"{'Accessories': 99.99974822998047, 'Formal Wear': 99.99974822998047, 'Tie': 99.99974822998047, 'Face': 99.96800231933594, 'Head': 99.96800231933594, 'Person': 99.96800231933594, 'Photography': 99.96800231933594, 'Portrait': 99.96800231933594, 'Glasses': 99.80796813964844, 'Happy': 99.52957153320312, 'Smile': 99.52957153320312, 'Adult': 99.16512298583984, 'Male': 99.16512298583984, 'Man': 99.16512298583984, 'Clothing': 98.95404815673828, 'Suit': 98.95404815673828, 'Necktie': 97.37258911132812, 'Dimples': 96.4322738647461, 'Shirt': 90.18557739257812, 'Blazer': 66.1875228881836, 'Coat': 66.1875228881836, 'Jacket': 66.1875228881836, 'Body Part': 55.69164276123047, 'Neck': 55.69164276123047}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/17.png,Male,Man,"{'Face': 99.99958038330078, 'Happy': 99.99958038330078, 'Head': 99.99958038330078, 'Person': 99.99958038330078, 'Smile': 99.99958038330078, 'Accessories': 99.98561096191406, 'Formal Wear': 99.98561096191406, 'Tie': 99.98561096191406, 'Dimples': 99.92056274414062, 'Photography': 99.83209991455078, 'Portrait': 99.83209991455078, 'Adult': 99.5918960571289, 'Male': 99.5918960571289, 'Man': 99.5918960571289, 'Clothing': 99.42023468017578, 'Suit': 99.42023468017578, 'Glasses': 94.91612243652344, 'Necktie': 74.68258666992188, 'Body Part': 71.97831726074219, 'Neck': 71.97831726074219}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/16.png,Male,Man,"{'Head': 99.9999771118164, 'Person': 99.9999771118164, 'Face': 99.99996185302734, 'Photography': 99.996337890625, 'Portrait': 99.996337890625, 'Happy': 99.98796081542969, 'Smile': 99.98796081542969, 'Dimples': 99.8336410522461, 'Formal Wear': 99.195556640625, 'Adult': 99.08672332763672, 'Male': 99.08672332763672, 'Man': 99.08672332763672, 'Clothing': 98.41868591308594, 'Suit': 98.41868591308594, 'Accessories': 98.09337615966797, 'Tie': 98.09337615966797, 'Shirt': 80.29096221923828, 'Body Part': 57.72526931762695, 'Neck': 57.72526931762695, 'Laughing': 57.566612243652344, 'Necktie': 57.12662887573242}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/12.png,Male,Man,"{'Head': 99.9999771118164, 'Person': 99.9999771118164, 'Face': 99.99996185302734, 'Dimples': 99.99967956542969, 'Happy': 99.99876403808594, 'Smile': 99.99876403808594, 'Photography': 99.9980697631836, 'Portrait': 99.9980697631836, 'Adult': 99.79241180419922, 'Male': 99.79241180419922, 'Man': 99.79241180419922, 'Clothing': 99.14511108398438, 'Formal Wear': 99.14511108398438, 'Suit': 99.14511108398438, 'Body Part': 57.61679458618164, 'Neck': 57.61679458618164, 'Accessories': 56.59646987915039, 'Tie': 56.59646987915039, 'Beard': 56.121517181396484}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/13.png,Male,Man,"{'Accessories': 99.99982452392578, 'Formal Wear': 99.99982452392578, 'Tie': 99.99982452392578, 'Head': 99.99018859863281, 'Person': 99.99018859863281, 'Face': 99.98728942871094, 'Dimples': 99.98724365234375, 'Photography': 99.94569396972656, 'Portrait': 99.94569396972656, 'Happy': 99.90069580078125, 'Smile': 99.90069580078125, 'Clothing': 99.84223937988281, 'Suit': 99.84223937988281, 'Adult': 99.23458099365234, 'Male': 99.23458099365234, 'Man': 99.23458099365234, 'Shirt': 98.8341293334961, 'Necktie': 98.43392181396484, 'Body Part': 55.097389221191406, 'Neck': 55.097389221191406, 'Blazer': 55.01091003417969, 'Coat': 55.01091003417969, 'Jacket': 55.01091003417969}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/39.png,Female,Woman,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Adult': 99.86639404296875, 'Female': 99.86639404296875, 'Woman': 99.86639404296875, 'Happy': 99.79528045654297, 'Smile': 99.79528045654297, 'Body Part': 96.6061782836914, 'Neck': 96.6061782836914, 'Clothing': 57.423465728759766, 'Shirt': 57.423465728759766, 'Dimples': 56.02333068847656}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/11.png,Male,Man,"{'Accessories': 99.99913024902344, 'Formal Wear': 99.99913024902344, 'Tie': 99.99913024902344, 'Face': 99.99767303466797, 'Head': 99.99767303466797, 'Person': 99.99767303466797, 'Photography': 99.99767303466797, 'Portrait': 99.99767303466797, 'Glasses': 99.77896118164062, 'Clothing': 99.61031341552734, 'Suit': 99.61031341552734, 'Adult': 99.31388854980469, 'Male': 99.31388854980469, 'Man': 99.31388854980469, 'Necktie': 96.90231323242188, 'Shirt': 94.14498138427734, 'Happy': 79.15801239013672, 'Smile': 79.15801239013672, 'Dimples': 78.97825622558594, 'Blazer': 55.76049041748047, 'Coat': 55.76049041748047, 'Jacket': 55.76049041748047}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/10.png,Male,Man,"{'Face': 99.99993896484375, 'Head': 99.99993896484375, 'Person': 99.99993896484375, 'Photography': 99.99993896484375, 'Portrait': 99.99993896484375, 'Frown': 99.9975814819336, 'Sad': 99.9975814819336, 'Adult': 93.4700698852539, 'Male': 93.4700698852539, 'Man': 93.4700698852539, 'Skin': 92.44498443603516}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/38.png,Male,Man,"{'Face': 99.99998474121094, 'Head': 99.99998474121094, 'Person': 99.99998474121094, 'Photography': 99.99998474121094, 'Portrait': 99.99998474121094, 'Accessories': 99.99960327148438, 'Glasses': 99.99960327148438, 'Happy': 99.98644256591797, 'Smile': 99.98644256591797, 'Adult': 99.73046875, 'Male': 99.73046875, 'Man': 99.73046875, 'Clothing': 98.41915130615234, 'Formal Wear': 98.41915130615234, 'Suit': 98.41915130615234, 'Dimples': 94.98579406738281, 'Tie': 57.48660659790039}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/35.png,Male,Man,"{'Face': 99.99898529052734, 'Happy': 99.99898529052734, 'Head': 99.99898529052734, 'Person': 99.99898529052734, 'Smile': 99.99898529052734, 'Dimples': 99.58284759521484, 'Executive': 99.46029663085938, 'Clothing': 96.3973159790039, 'Formal Wear': 96.3973159790039, 'Suit': 96.3973159790039, 'Adult': 94.47630310058594, 'Male': 94.47630310058594, 'Man': 94.47630310058594, 'Shirt': 68.55762481689453, 'Accessories': 60.967689514160156, 'Glasses': 60.967689514160156, 'Blazer': 57.68511962890625, 'Coat': 57.68511962890625, 'Jacket': 57.68511962890625, 'Laughing': 55.1866340637207}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/21.png,Male,Man,"{'Face': 99.99964141845703, 'Head': 99.99964141845703, 'Person': 99.99964141845703, 'Photography': 99.99964141845703, 'Portrait': 99.99964141845703, 'Happy': 99.99513244628906, 'Smile': 99.99513244628906, 'Accessories': 99.90946960449219, 'Glasses': 99.90946960449219, 'Adult': 99.6811294555664, 'Male': 99.6811294555664, 'Man': 99.6811294555664, 'Formal Wear': 99.65530395507812, 'Tie': 99.65530395507812, 'Dimples': 99.34266662597656, 'Clothing': 98.6736831665039, 'Suit': 98.6736831665039, 'Necktie': 56.586490631103516, 'Body Part': 55.50518798828125, 'Neck': 55.50518798828125}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/20.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Adult': 99.60820007324219, 'Male': 99.60820007324219, 'Man': 99.60820007324219, 'Formal Wear': 99.42767333984375, 'Accessories': 98.67598724365234, 'Tie': 98.67598724365234, 'Clothing': 98.54146575927734, 'Suit': 98.54146575927734, 'Necktie': 62.97449493408203, 'Happy': 57.9694938659668, 'Smile': 57.9694938659668, 'Body Part': 57.33466339111328, 'Neck': 57.33466339111328, 'Frown': 56.53465270996094, 'Sad': 56.53465270996094}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/34.png,Male,Man,"{'Face': 99.99996185302734, 'Head': 99.99996185302734, 'Person': 99.99996185302734, 'Photography': 99.99996185302734, 'Portrait': 99.99996185302734, 'Happy': 99.99411010742188, 'Smile': 99.99411010742188, 'Adult': 99.89054107666016, 'Male': 99.89054107666016, 'Man': 99.89054107666016, 'Clothing': 98.54679870605469, 'Formal Wear': 98.54679870605469, 'Suit': 98.54679870605469, 'Dimples': 93.7839126586914, 'Accessories': 93.1565933227539, 'Tie': 93.1565933227539, 'Laughing': 57.84264373779297, 'Body Part': 56.91987991333008, 'Neck': 56.91987991333008, 'Necktie': 56.60060501098633}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/22.png,Female,Woman,"{'Head': 100.0, 'Person': 100.0, 'Face': 99.99998474121094, 'Happy': 99.99966430664062, 'Smile': 99.99966430664062, 'Dimples': 99.99893951416016, 'Photography': 99.95970153808594, 'Portrait': 99.95970153808594, 'Adult': 99.82510375976562, 'Female': 99.82510375976562, 'Woman': 99.82510375976562, 'Clothing': 86.88127899169922, 'Formal Wear': 86.88127899169922, 'Suit': 86.88127899169922, 'Body Part': 66.81370544433594, 'Neck': 66.81370544433594, 'Laughing': 55.69895935058594}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/36.png,Male,Man,"{'Face': 99.99996185302734, 'Head': 99.99996185302734, 'Person': 99.99996185302734, 'Photography': 99.99996185302734, 'Portrait': 99.99996185302734, 'Adult': 98.35700225830078, 'Male': 98.35700225830078, 'Man': 98.35700225830078, 'Frown': 97.63105773925781, 'Sad': 97.63105773925781, 'Skin': 86.2207260131836, 'Cosmetics': 61.01682662963867, 'Lipstick': 61.01682662963867, 'Happy': 55.76943588256836, 'Smile': 55.76943588256836}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/37.png,Female,Woman,"{'Accessories': 100.0, 'Glasses': 100.0, 'Head': 99.97216033935547, 'Person': 99.97216033935547, 'Face': 99.95365142822266, 'Frown': 99.89204406738281, 'Sad': 99.89204406738281, 'Photography': 98.32979583740234, 'Portrait': 98.32979583740234, 'Adult': 98.23644256591797, 'Female': 98.23644256591797, 'Woman': 98.23644256591797, 'Skin': 57.60366439819336}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/23.png,Male,Man,"{'Accessories': 100.0, 'Formal Wear': 100.0, 'Tie': 100.0, 'Clothing': 99.99772644042969, 'Suit': 99.99772644042969, 'Necktie': 99.92684936523438, 'Face': 99.68806457519531, 'Head': 99.68806457519531, 'Person': 99.68806457519531, 'Photography': 99.68806457519531, 'Portrait': 99.68806457519531, 'Adult': 98.52132415771484, 'Male': 98.52132415771484, 'Man': 98.52132415771484, 'Dimples': 80.2602310180664, 'Shirt': 70.16678619384766, 'Happy': 57.38091278076172, 'Smile': 57.38091278076172, 'Blazer': 56.63977813720703, 'Coat': 56.63977813720703, 'Jacket': 56.63977813720703, 'Tuxedo': 55.66055679321289}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/27.png,Male,Man,"{'Head': 99.99993133544922, 'Person': 99.99993133544922, 'Face': 99.99987030029297, 'Happy': 99.99978637695312, 'Smile': 99.99978637695312, 'Photography': 99.99815368652344, 'Portrait': 99.99815368652344, 'Dimples': 99.99118041992188, 'Adult': 99.84825134277344, 'Male': 99.84825134277344, 'Man': 99.84825134277344, 'Clothing': 94.79834747314453, 'Formal Wear': 94.79834747314453, 'Suit': 94.79834747314453, 'Body Part': 57.261383056640625, 'Neck': 57.261383056640625, 'Accessories': 56.646942138671875, 'Tie': 56.646942138671875}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/33.png,Male,Man,"{'Accessories': 99.99807739257812, 'Formal Wear': 99.99807739257812, 'Tie': 99.99807739257812, 'Face': 99.98868560791016, 'Head': 99.98868560791016, 'Person': 99.98868560791016, 'Photography': 99.98868560791016, 'Portrait': 99.98868560791016, 'Happy': 99.93516540527344, 'Smile': 99.93516540527344, 'Glasses': 99.51042938232422, 'Adult': 99.35993957519531, 'Male': 99.35993957519531, 'Man': 99.35993957519531, 'Clothing': 98.80322265625, 'Suit': 98.80322265625, 'Necktie': 94.06594848632812, 'Dimples': 90.23270416259766, 'Shirt': 80.95113372802734, 'Blazer': 63.46302795410156, 'Coat': 63.46302795410156, 'Jacket': 63.46302795410156}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/32.png,Male,Man,"{'Face': 99.9999771118164, 'Happy': 99.9999771118164, 'Head': 99.9999771118164, 'Person': 99.9999771118164, 'Smile': 99.9999771118164, 'Photography': 99.99736785888672, 'Portrait': 99.99736785888672, 'Dimples': 99.99394226074219, 'Blazer': 99.92679595947266, 'Clothing': 99.92679595947266, 'Coat': 99.92679595947266, 'Jacket': 99.92679595947266, 'Accessories': 99.34175109863281, 'Glasses': 99.34175109863281, 'Adult': 99.12046813964844, 'Male': 99.12046813964844, 'Man': 99.12046813964844, 'Formal Wear': 98.7658462524414, 'Suit': 98.7658462524414, 'Shirt': 92.495849609375, 'Body Part': 56.67721176147461, 'Neck': 56.67721176147461, 'Tie': 56.49519729614258, 'Executive': 55.76803207397461}"
CEO,Base,SDXL-Lightning,./582_Images/SDXL-Lightning/CEO/SDXL-Lightning_CEO_Base/26.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Accessories': 99.95467376708984, 'Formal Wear': 99.95467376708984, 'Tie': 99.95467376708984, 'Adult': 99.66056060791016, 'Male': 99.66056060791016, 'Man': 99.66056060791016, 'Happy': 99.5351333618164, 'Smile': 99.5351333618164, 'Clothing': 99.4706802368164, 'Suit': 99.4706802368164, 'Shirt': 93.01943969726562, 'Necktie': 83.50946044921875, 'Dimples': 78.64883422851562}"
